"","KO","LocusTag","B1T24","B2T24","B3T24","B1T48","B2T48","B3T48","Level_1","Level_2","Level_3","KOID","GeneName","BacterialStrain","Locus"
"9139","K04043","Faecalibacterium_prausnitzii_00742",3704,3219,6057,4150,2229,4834,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Faecalibacterium_prausnitzii","00742"
"9140","K04043","Faecalibacterium_prausnitzii_00378",293,365,1361,1680,1083,1035,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Faecalibacterium_prausnitzii","00378"
"9141","K04043","Agathobacter_rectalis_01732",1853,2742,4680,467,794,1281,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Agathobacter_rectalis","01732"
"9142","K04043","Subdoligranulum_variabile_00848",166,247,990,699,632,1040,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Subdoligranulum_variabile","00848"
"9143","K04043","Coprococcus_catus_02479",458,840,62,949,364,2197,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Coprococcus_catus","02479"
"9144","K04043","Eubacterium_siraeum_01571",2662,4526,446,2127,1590,1159,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Eubacterium_siraeum","01571"
"9145","K04043","Lachnospiraceae_bacterium_7_1_58FAA_04290",316,287,434,881,556,485,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Lachnospiraceae_bacterium","7_1_58FAA_04290"
"9146","K04043","Bacteroides_xylanisolvens_01712",276,803,4142,269,329,444,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Bacteroides_xylanisolvens","01712"
"9147","K04043","Subdoligranulum_variabile_00306",25,21,70,69,140,280,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Subdoligranulum_variabile","00306"
"9148","K04043","Bacteroides_ovatus_03287",1743,2278,9651,2402,1128,1592,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04043"," dnaK, HSPA9; molecular chaperone DnaK","Bacteroides_ovatus","03287"
"9149","K04045","Anaerobutyricum_soehngenii_01751",24,53,4,62,63,130,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04045"," hscC; molecular chaperone HscC","Anaerobutyricum_soehngenii","01751"
"9150","K04047","Bacteroides_xylanisolvens_01823",196,653,10193,119,166,222,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03036 Chromosome and associated proteins [BR:ko03036]","K04047"," dps; starvation-inducible DNA-binding protein","Bacteroides_xylanisolvens","01823"
"9151","K04047","Bacteroides_ovatus_03394",14,22,822,19,18,27,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03036 Chromosome and associated proteins [BR:ko03036]","K04047"," dps; starvation-inducible DNA-binding protein","Bacteroides_ovatus","03394"
"9152","K04061","Roseburia_intestinalis_00544",30,41,13,8,8,2,"09180 Brite Hierarchies","09183 Protein families: signaling and cellular processes","02044 Secretion system [BR:ko02044]","K04061"," flhB2; flagellar biosynthesis protein","Roseburia_intestinalis","00544"
"9153","K04061","Agathobacter_rectalis_02090",82,75,117,62,133,181,"09180 Brite Hierarchies","09183 Protein families: signaling and cellular processes","02044 Secretion system [BR:ko02044]","K04061"," flhB2; flagellar biosynthesis protein","Agathobacter_rectalis","02090"
"9154","K04061","Lachnospiraceae_bacterium_7_1_58FAA_04730",7,1,8,12,16,37,"09180 Brite Hierarchies","09183 Protein families: signaling and cellular processes","02044 Secretion system [BR:ko02044]","K04061"," flhB2; flagellar biosynthesis protein","Lachnospiraceae_bacterium","7_1_58FAA_04730"
"9155","K04061","Eubacterium_siraeum_01603",44,70,27,49,45,27,"09180 Brite Hierarchies","09183 Protein families: signaling and cellular processes","02044 Secretion system [BR:ko02044]","K04061"," flhB2; flagellar biosynthesis protein","Eubacterium_siraeum","01603"
"9156","K04066","Anaerobutyricum_soehngenii_00613",22,68,12,37,80,175,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Anaerobutyricum_soehngenii","00613"
"9157","K04066","Roseburia_intestinalis_00473",55,77,53,18,29,23,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Roseburia_intestinalis","00473"
"9158","K04066","Bacteroides_ovatus_05053",101,147,329,230,298,511,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Bacteroides_ovatus","05053"
"9159","K04066","Agathobacter_rectalis_02130",605,715,1055,505,885,1314,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Agathobacter_rectalis","02130"
"9160","K04066","Eubacterium_siraeum_00606",375,485,300,389,685,518,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Eubacterium_siraeum","00606"
"9161","K04066","Bacteroides_xylanisolvens_04664",218,364,589,372,573,798,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Bacteroides_xylanisolvens","04664"
"9162","K04066","Coprococcus_catus_01326",48,43,17,66,52,218,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Coprococcus_catus","01326"
"9163","K04066","Lachnospiraceae_bacterium_7_1_58FAA_00349",45,67,120,477,415,460,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Lachnospiraceae_bacterium","7_1_58FAA_00349"
"9164","K04066","Subdoligranulum_variabile_02051",132,120,367,657,584,954,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Subdoligranulum_variabile","02051"
"9165","K04066","Faecalibacterium_prausnitzii_01505",348,387,1395,2159,1789,1965,"09120 Genetic Information Processing","09124 Replication and repair","03440 Homologous recombination [PATH:ko03440]","K04066"," priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]","Faecalibacterium_prausnitzii","01505"
"9166","K04068","Coprococcus_catus_02741",20,26,15,18,16,50,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Coprococcus_catus","02741"
"9167","K04068","Subdoligranulum_variabile_02933",77,74,191,185,103,265,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Subdoligranulum_variabile","02933"
"9168","K04068","Eubacterium_siraeum_01612",114,147,51,180,344,99,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Eubacterium_siraeum","01612"
"9169","K04068","Coprococcus_catus_01407",20,14,7,15,24,51,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Coprococcus_catus","01407"
"9170","K04068","Lachnospiraceae_bacterium_7_1_58FAA_04796",28,28,32,154,138,128,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_04796"
"9171","K04068","Agathobacter_rectalis_00968",218,256,333,153,301,425,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Agathobacter_rectalis","00968"
"9172","K04068","Anaerobutyricum_soehngenii_00040",19,23,1,23,30,51,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Anaerobutyricum_soehngenii","00040"
"9173","K04068","Bacteroides_ovatus_01774",94,125,228,199,149,178,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Bacteroides_ovatus","01774"
"9174","K04068","Lachnospiraceae_bacterium_7_1_58FAA_04960",4,10,35,50,58,55,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_04960"
"9175","K04068","Roseburia_intestinalis_00497",50,58,27,20,16,5,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Roseburia_intestinalis","00497"
"9176","K04068","Bacteroides_xylanisolvens_03488",31,28,98,34,60,94,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Bacteroides_xylanisolvens","03488"
"9177","K04068","Lachnospiraceae_bacterium_7_1_58FAA_02060",4,4,14,13,30,27,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_02060"
"9178","K04068","Bacteroides_ovatus_04323",13,14,47,39,33,54,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Bacteroides_ovatus","04323"
"9179","K04068","Faecalibacterium_prausnitzii_00476",58,82,74,291,302,248,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04068"," nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]","Faecalibacterium_prausnitzii","00476"
"9180","K04069","Bacteroides_xylanisolvens_01860",11,19,31,44,82,74,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Bacteroides_xylanisolvens","01860"
"9181","K04069","Lachnospiraceae_bacterium_7_1_58FAA_05350",4,4,12,22,36,28,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_05350"
"9182","K04069","Lachnospiraceae_bacterium_7_1_58FAA_05349",20,21,34,37,84,125,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_05349"
"9183","K04069","Eubacterium_siraeum_01105",195,300,40,391,483,147,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Eubacterium_siraeum","01105"
"9184","K04069","Bacteroides_ovatus_03419",18,23,43,91,113,198,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Bacteroides_ovatus","03419"
"9185","K04069","Faecalibacterium_prausnitzii_00574",1068,1693,3286,5631,2872,3335,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Faecalibacterium_prausnitzii","00574"
"9186","K04069","Anaerobutyricum_soehngenii_02795",1,2,3,3,23,60,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Anaerobutyricum_soehngenii","02795"
"9187","K04069","Lachnospiraceae_bacterium_7_1_58FAA_03700",16,15,19,67,88,99,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_03700"
"9188","K04069","Agathobacter_rectalis_00422",240,268,573,375,624,869,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Agathobacter_rectalis","00422"
"9189","K04069","Bacteroides_ovatus_03770",11,18,33,37,48,63,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Bacteroides_ovatus","03770"
"9190","K04069","Roseburia_intestinalis_03082",43,50,34,16,11,5,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Roseburia_intestinalis","03082"
"9191","K04069","Anaerobutyricum_soehngenii_02142",4,7,3,8,26,41,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Anaerobutyricum_soehngenii","02142"
"9192","K04069","Bacteroides_xylanisolvens_02426",28,59,110,71,119,169,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Bacteroides_xylanisolvens","02426"
"9193","K04069","Subdoligranulum_variabile_02567",17,44,72,74,76,159,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Subdoligranulum_variabile","02567"
"9194","K04069","Subdoligranulum_variabile_00610",16,20,104,98,109,295,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04069"," pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Subdoligranulum_variabile","00610"
"9195","K04070","Roseburia_intestinalis_02742",72,75,91,50,82,32,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Roseburia_intestinalis","02742"
"9196","K04070","Agathobacter_rectalis_02104",230,188,417,318,666,829,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Agathobacter_rectalis","02104"
"9197","K04070","Subdoligranulum_variabile_02137",44,40,93,149,168,220,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Subdoligranulum_variabile","02137"
"9198","K04070","Coprococcus_catus_02512",11,19,12,36,26,59,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Coprococcus_catus","02512"
"9199","K04070","Eubacterium_siraeum_01432",105,117,51,247,473,139,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Eubacterium_siraeum","01432"
"9200","K04070","Faecalibacterium_prausnitzii_00189",63,56,94,120,218,146,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Faecalibacterium_prausnitzii","00189"
"9201","K04070","Lachnospiraceae_bacterium_7_1_58FAA_02663",40,43,63,173,207,220,"09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K04070"," pflX; putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]","Lachnospiraceae_bacterium","7_1_58FAA_02663"
"9202","K04072","Eubacterium_siraeum_01229",7690,11014,1824,7138,3412,3048,"09100 Metabolism","09101 Carbohydrate metabolism","00620 Pyruvate metabolism [PATH:ko00620]","K04072"," adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]","Eubacterium_siraeum","01229"
"9203","K04074","Lachnospiraceae_bacterium_7_1_58FAA_00720",297,269,258,558,384,303,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03036 Chromosome and associated proteins [BR:ko03036]","K04074"," divIVA; cell division initiation protein","Lachnospiraceae_bacterium","7_1_58FAA_00720"
"9204","K04075","Roseburia_intestinalis_03011",116,144,65,35,44,11,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Roseburia_intestinalis","03011"
"9205","K04075","Anaerobutyricum_soehngenii_02887",23,50,5,16,36,70,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Anaerobutyricum_soehngenii","02887"
"9206","K04075","Bacteroides_ovatus_02052",46,57,137,117,145,228,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Bacteroides_ovatus","02052"
"9207","K04075","Faecalibacterium_prausnitzii_02315",112,155,797,1042,773,817,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Faecalibacterium_prausnitzii","02315"
"9208","K04075","Eubacterium_siraeum_00396",177,216,70,170,328,136,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Eubacterium_siraeum","00396"
"9209","K04075","Bacteroides_xylanisolvens_00115",169,319,544,195,335,404,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Bacteroides_xylanisolvens","00115"
"9210","K04075","Faecalibacterium_prausnitzii_02316",106,129,563,566,529,483,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Faecalibacterium_prausnitzii","02316"
"9211","K04075","Agathobacter_rectalis_00472",455,482,628,383,671,1115,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Agathobacter_rectalis","00472"
"9212","K04075","Lachnospiraceae_bacterium_7_1_58FAA_03630",84,86,136,470,321,413,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Lachnospiraceae_bacterium","7_1_58FAA_03630"
"9213","K04075","Coprococcus_catus_01029",36,47,21,56,25,121,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Coprococcus_catus","01029"
"9214","K04075","Subdoligranulum_variabile_01722",41,39,108,117,125,337,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K04075"," tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]","Subdoligranulum_variabile","01722"
"9215","K04077","Roseburia_intestinalis_01581",54,77,185,59,67,36,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Roseburia_intestinalis","01581"
"9216","K04077","Bacteroides_ovatus_04613",4478,5261,16803,5689,2127,3171,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Bacteroides_ovatus","04613"
"9217","K04077","Lachnospiraceae_bacterium_7_1_58FAA_05713",782,1051,633,1575,1032,838,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Lachnospiraceae_bacterium","7_1_58FAA_05713"
"9218","K04077","Roseburia_intestinalis_01582",98,127,291,126,165,80,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Roseburia_intestinalis","01582"
"9219","K04077","Subdoligranulum_variabile_01544",216,326,907,925,886,758,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Subdoligranulum_variabile","01544"
"9220","K04077","Anaerobutyricum_soehngenii_01884",59,148,40,122,148,254,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Anaerobutyricum_soehngenii","01884"
"9221","K04077","Coprococcus_catus_03202",200,142,74,395,158,1245,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Coprococcus_catus","03202"
"9222","K04077","Eubacterium_siraeum_01869",1087,1532,412,661,868,932,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Eubacterium_siraeum","01869"
"9223","K04077","Faecalibacterium_prausnitzii_01457",3028,2382,5231,2865,1413,3533,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Faecalibacterium_prausnitzii","01457"
"9224","K04077","Agathobacter_rectalis_02067",1129,1553,2676,576,1031,1335,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Agathobacter_rectalis","02067"
"9225","K04077","Bacteroides_xylanisolvens_00376",394,907,3767,228,239,282,"09160 Human Diseases","09171 Infectious disease: bacterial","05152 Tuberculosis [PATH:ko05152]","K04077"," groEL, HSPD1; chaperonin GroEL","Bacteroides_xylanisolvens","00376"
"9226","K04078","Lachnospiraceae_bacterium_7_1_58FAA_05712",311,450,246,551,341,274,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Lachnospiraceae_bacterium","7_1_58FAA_05712"
"9227","K04078","Roseburia_intestinalis_01580",27,27,43,11,27,11,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Roseburia_intestinalis","01580"
"9228","K04078","Faecalibacterium_prausnitzii_01456",910,677,1246,576,309,800,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Faecalibacterium_prausnitzii","01456"
"9229","K04078","Bacteroides_xylanisolvens_00375",120,404,1467,63,59,89,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Bacteroides_xylanisolvens","00375"
"9230","K04078","Anaerobutyricum_soehngenii_01885",7,28,6,20,18,42,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Anaerobutyricum_soehngenii","01885"
"9231","K04078","Bacteroides_ovatus_04614",516,499,1406,562,262,365,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Bacteroides_ovatus","04614"
"9232","K04078","Eubacterium_siraeum_01868",195,315,67,178,218,169,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Eubacterium_siraeum","01868"
"9233","K04078","Coprococcus_catus_03201",36,23,13,66,17,159,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Coprococcus_catus","03201"
"9234","K04078","Subdoligranulum_variabile_01543",37,56,109,117,121,93,"09180 Brite Hierarchies","09182 Protein families: genetic information processing","03110 Chaperones and folding catalysts [BR:ko03110]","K04078"," groES, HSPE1; chaperonin GroES","Subdoligranulum_variabile","01543"
